"parent_id","loss","no_change","tot_pixels","Long","Lat","division_3","ed_3","pland_12","pland_15","pland_3","pland_33","len.st.roads","len.fe.roads","dist.roads","len.rivers","len.waterways","dist.rivers","area.protected","area.indigenous","CODE","IDHM","IDHM_E","IDHM_L","IDHM_R","POP_2018","IPS","PIB","PIB_PC","dem.data","slope.data","wi.data","dist.mining","dist.urban","dist.pa","dist.il","pland_0","loss.1","parent_id.1","no_change.1","pland_4","pland_25","pland_23","pland_32","pland_5","pland_41","pland_24","pland_39","pland_9","pland_20","pland_30","pland_11"
"6133",612,1005145,1005757,-53.8480489129883,1.04068302603501,0.000496951690610259,14975.2514679033,0.00357849681265277,0.0205763566727534,99.9751493276899,0.000695818824682483,0,0,44.5598121303199,226.250803841596,0,2.31840404662557,0,0,1500503,0.642,0.497,0.809,0.659,34142,59.18,666049,20064.73,485.334991455078,11.106870174408,11.5,217.273999901256,237.875957589539,37.6667493016523,30.9177059930331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4297",644,1005121,1005765,-59.7939948539707,-7.60796560645958,0.0153855487830832,191985.674606943,NA,0.620570988927534,99.2482174612752,0.131211549797268,0,0,4.32146625782069,164.634765450316,0,0.333512131082481,841.656861490822,0,1300144,0.637,0.54,0.772,0.621,21583,52.15,193460,9037.65,215.690002441406,4.61863446235657,10.5,400.689333202026,45.7760661111132,0,131.956315438464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1841",644,1005114,1005758,-67.9021029522972,-6.52688453440777,0.0109587996499905,221751.53239608,0.00328356248619411,0.0959198253542765,99.4505505439769,0.450246068182677,0,0,39.1277063427941,210.903428664677,0,2.42390192025631,0,891.822881940942,1301951,0.477,0.266,0.772,0.529,7888,55.91,93772,11536.94,137.164993286133,0.949128478765488,13.5,1072.49180432416,213.71632244632,103.717346799357,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5767",676,1005086,1005762,-54.9291299696276,-9.22958721853442,0.604827965528113,3189322.82924698,24.9985835116783,2.6620040178567,71.1452879646206,0.00576535597594057,42.7235005455499,37.835613259167,4.8418121968196,185.277982933416,0,0.749917584211278,153.740600301151,0,1505031,0.673,0.519,0.828,0.709,25758,52.51,608443,24268.79,547.804992675781,1.06930649280548,7.5,408.27862214738,66.9883589805124,7.31961095057758,49.1222840659344,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.17364755186087,0.0147115980075725,NA,NA,NA,NA,NA
"3490",708,1005045,1005753,-62.4966975700502,-4.09445210155414,0.0473149175677942,424950.424043232,0.012624141533525,0.181807518620609,97.6097629345264,2.19580540531944,0,0,55.5431511620481,187.5439768126,0,3.90197682301845,0,0,1301209,0.586,0.425,0.78,0.606,84272,54.27,1320621,15580.35,53.6199989318848,0.660136997699738,15.5,452.666417948424,70.0048793468026,95.7757870525578,39.5004813450394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6053",740,1005054,1005794,-54.118319164673,1.58122356279681,0.0100401876578191,245394.945852008,0.00357849681265277,0.00208745647404745,99.4967241843761,0.497609862337216,0,27.612440217998,12.9342177451362,198.345786213965,0,0.417526913368121,520.644334439826,0,1500503,0.642,0.497,0.809,0.659,34142,59.18,666049,20064.73,269.379989624023,3.89969956874847,10.5,258.812920677252,303.717924115903,0,44.6234475127039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2170",804,1004962,1005766,-66.8210218552624,-6.2566142688342,0.000282283713606724,10917.9173263292,NA,NA,99.9858848181279,0.0141151818721304,0,0,24.0530365755729,213.32355811953,0,1.2368656596552,0,0,1304104,0.502,0.355,0.694,0.512,17299,53.13,338818,18896.71,118.279998779297,1.03148698806763,13.5,959.488409048333,152.946592084086,106.451840136105,25.0273515044907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3965",836,1004913,1005749,-60.8750759000879,-8.68904668928936,0.54450956942352,621797.795052495,1.8226756855183,0.0831835829835842,96.8499690549111,1.24417167658701,0,0,19.4990986302748,225.204705710142,0,0.440603809174524,107.566092001016,0,1303304,0.554,0.421,0.759,0.532,25237,51.43,183026,7288.37,121.044998168945,1.03832998871803,9.5,563.862392437242,85.4011151383391,8.42443732479708,18.9184049183318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2936",836,937027,937863,-64.3885894431515,1.31095330124564,0.144557642823471,332812.054174623,0.36162698345641,0.36977800397412,92.4958921838671,0.0162026383461778,0,0,66.531149984781,233.459397526819,0,1.91735181933121,728.337532309825,845.306767927526,1300409,0.5,0.315,0.728,0.545,27364,49.26,160472,5784.23,503.105010986328,3.12907099723816,17,524.126259125251,202.434417363049,0,0,6.75650019035615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3806",900,1004861,1005761,-61.4156165073713,-7.33769532727263,0.0106611806719097,189772.583256978,0.182503337445291,0.130416328283345,99.4795275191375,0.207552815133861,0,0,1.8488294187398,127.954302422628,0,0.139114447175837,468.529368099117,358.235975111702,1302702,0.582,0.456,0.747,0.58,54907,56.46,495942,9065.26,99.439998626709,1.35013401508331,10.5,556.548053387397,66.1135770447685,0,2.70695820912664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1853",932,1004825,1005757,-67.9021029471737,-3.28364129470619,0.531749448213226,555707.237968809,0.573851724984568,0.593036444007956,89.704664669998,9.1284471610095,0,0,19.8275073355945,164.062523415861,31.8547983088685,2.85953104442896,371.743357128759,99.4027248398052,1303700,0.49,0.353,0.759,0.438,21966,54.91,172544,7477.54,71.4700012207031,1.06104695796967,21,907.654211527459,19.5864356335301,0,0.642974727188837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6686",996,1004790,1005786,-51.9561570147688,-4.63499261511436,0.00370626787841644,108847.209560956,0.0398604783853822,0.128229469120058,99.8145145818775,0.0173954706170621,0,0,0.346904536396472,101.407963363254,0,5.03308112368924,0,894.992795207025,1507805,0.514,0.338,0.754,0.533,11839,53.89,126966,11179.54,219.974998474121,2.0106555223465,3.5,201.953974038778,157.421183644946,78.7669465253807,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6383",1032,786180,787212,-53.0372381028978,2.12176411065237,0.388832023939084,98224.3710812272,NA,0.0371766057758927,78.1772330068618,0.0161032356569375,0,0,89.7922502643968,206.53951961599,0,0.528796769090866,671.146385458277,0,1600501,0.658,0.527,0.779,0.693,26627,54.95,394500,15462.09,177.070007324219,3.16994190216064,12.5,185.181018429951,239.827245170677,0,31.0632624048016,21.7694871517054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6676",1032,1004730,1005762,-51.9561570132607,-7.33769534901714,0.0308670681879191,470355.681572877,0.972754716906111,0.522162326579583,98.5002122247415,0.00487073177277738,0,0,4.90737464063439,112.876462657314,0,2.0940032773768,0,891.961011512802,1507300,0.594,0.411,0.798,0.638,124763,54.24,1392553,11157.74,426.645004272461,14.4684453010559,4.5,125.779712063691,75.8757190817393,108.705178777864,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6876",1096,1004661,1005757,-51.4156164641992,2.39203437246017,0.0213218036289009,369733.573995049,0.611538637580273,0.267759595465102,98.9377177847694,0.182983982185181,39.5460762813817,2.874821472574,1.06284720583089,243.927261055975,0,0.0621081193895582,0,0,1600204,0.643,0.55,0.759,0.636,10926,53.12,146922,13959.32,88.7200012207031,5.72860312461853,10.5,171.821227715598,170.475292768007,31.9671958681952,79.7649691269232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2329",1416,1004349,1005765,-66.2804813041107,-7.60796558907202,0.528893408463058,705644.17692672,0.302879994115361,0.617986519007285,94.4909041569211,4.58822932995629,0,0,41.7370831207813,181.941301654151,88.6969989883386,2.24956051906995,872.919049152967,16.3797039635863,1302405,0.531,0.374,0.744,0.538,45245,50.24,494952,11033.02,92.0449981689453,1.24337148666382,12.5,1018.94975442638,166.83428701133,0,13.3216316124104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3713",1480,1004295,1005775,-61.6858867762359,-10.3106683097677,0.111523652576258,608489.466665,0.0915498767903667,2.37622128629068,97.1165267905158,0.409539079670261,0,0,16.3950031607204,197.778864271554,12.9523862851056,0.969956507838709,189.857986048176,762.620393724674,1100122,0.714,0.617,0.81,0.728,127907,62.62,3026759,22814.71,219.495002746582,2.06388700008392,2.5,510.523906376693,49.389388365535,7.02056341274983,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00616296673290199,NA,NA,NA,NA,NA,NA
"1093",1928,1003829,1005757,-70.3345353823702,-9.22958724322294,0.496300601085846,494146.413584625,0.186280639636425,1.16748458512797,97.3107596452914,1.33547512994417,0,23.1694029855809,14.3960102662754,230.399442548246,87.1318143050652,2.64566599124986,53.0903715202041,481.911965029425,1200435,0.517,0.34,0.781,0.519,6362,48.29,71271,11439.99,229.660003662109,3.23513007164001,7.5,1290.1788989915,116.060050333181,11.0432235137802,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3381",2192,1003572,1005764,-62.7669678449476,-11.3917493848255,0.407488836680848,3042078.48476456,19.2688136984858,2.04302347195701,77.9487062242982,0.0195823297803499,0,0,19.3239708031768,163.317657428678,0,1.87510310143709,872.416988315376,880.667053816216,1100320,0.646,0.537,0.781,0.644,22931,55.37,649904,26876.64,284.470001220703,2.35131597518921,3.5,474.759057368146,32.2003298151244,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.719874275478649,NA,NA,NA,NA,NA,NA
"6852",2960,1002797,1005757,-51.4156164637249,-4.09445209139811,0.0226054869184612,265202.113434181,0.082404829380254,0.224948285750923,99.0060725102857,0.68657437458313,0,0,9.69228708589368,124.191113916944,0,0.470701640889198,0,896.896103517504,1507805,0.514,0.338,0.754,0.533,11839,53.89,126966,11179.54,125.694999694824,3.15350651741028,5.5,202.838764237287,90.8953577765,139.855341815261,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6039",3344,1002409,1005753,-54.1183191685921,-2.20256019812456,0.993690666348751,2012843.46762323,1.99352093271531,1.60803730384122,19.5321314222835,76.7857941628753,49.7908089528246,0,12.9063252067907,127.96641376813,33.3849274098345,0.653693249854753,0,0,1504802,0.589,0.495,0.764,0.541,57900,57.66,690194,12223.18,4.33999991416931,0.487652987241745,1.5,230.533182202787,21.3999705942138,52.7949680424225,107.757902549126,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0727627685239396,0.00685878555758448,NA,0.000894624203163192,NA,NA,NA
"279",9280,996485,1005765,-73.0372380884714,-7.60796560746185,0.512098297114486,1990417.47527577,0.00596416135442128,22.865700008648,76.6757553858862,0.119482032466906,5.01893203369115,35.9971046056547,0.206188177372459,218.818746353391,0,1.58879609556704,0,228.912314807529,1200336,0.625,0.546,0.77,0.58,18638,60.35,194418,10855.28,235.270004272461,2.44190692901611,13.5,1619.29283466185,11.5983608456328,26.9097498901304,4.35247601781585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.333098411644429,NA,NA,NA,NA,NA
"5515",11328,994439,1005767,-55.7399408133273,-10.851208851328,0.925807818924655,2393077.8508581,0.977606103844156,44.6891859352084,46.7257906917969,6.09449097816331,168.587101361934,0,0.114856070678594,223.035607615911,52.2108259802308,1.37691298326644,0,0,5106216,0.686,0.572,0.815,0.692,12739,61.6,355110,28665.66,328.279998779297,1.88775944709778,5.5,495.517680842002,22.9024892940379,193.572324751225,77.3954749209703,NA,NA,NA,NA,0.0446763501909441,NA,NA,NA,NA,0.752234315019015,0.0313430964591256,0.684672529318233,NA,NA,NA,NA
"3795",14912,990860,1005772,-61.4156165088973,-10.3106683115448,0.460335257785163,2152378.87723568,0.449001947298682,24.5847701163707,74.7079797496841,0.147414188143446,71.9778536212504,0,1.54421082856227,220.061374545943,0,2.07366247512554,0,87.5114293255287,5107578,0.64,0.53,0.8,0.619,3966,57.31,64026,16612.99,254.690002441406,3.12354493141174,3.5,499.328798980441,78.3690120074181,18.7526853082961,10.5256909669973,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.110833998502995,NA,NA,NA,NA,NA,NA
"4249",4897,1000900,1005797,-60.0642651684002,1.58122358343482,0.0613543585616573,1227085.3838274,2.26439326089528,0.803968950575989,96.9311407750825,0.000497013446201773,0,0,14.2920668461444,238.798135053769,0,0.50172140578049,0,16.3797917193831,1400209,0.624,0.518,0.78,0.601,21564,55.18,350653,16852.66,161.940002441406,1.38493502140045,3.5,255.646953540274,62.2158249079683,97.800271924263,15.3012683943026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3457",2321,745049,747370,-62.4966975667272,-13.0133710096467,0.950048471340275,2135338.07384124,33.5664989080615,1.19899523761716,37.9804753237794,1.50664656081606,0,0,5.29515588888775,67.4113952382461,50.5526329205323,4.83885573810741,0.597969349448204,0.379753782036781,1100015,0.641,0.526,0.763,0.657,23167,60.81,498864,19611.75,153.755004882812,0.88841301202774,3.5,338.179102486195,118.252088937588,14.6493181001723,14.6498370136968,25.7370460900449,NA,NA,NA,NA,NA,NA,NA,NA,0.0103378796809969,NA,NA,NA,NA,NA,NA
"5009",3345,1002414,1005759,-57.3615624248392,-14.6349926109471,0.98971368767749,3073836.34563716,3.88555171971623,32.2877827136735,20.5979270563186,0.326935444911527,145.816920340003,0,2.77654162339975,152.901727966165,0,1.03505243450463,0,0,5107958,0.729,0.626,0.825,0.749,101764,66.37,3014931,30506.85,440.350006103516,1.72966003417969,4.5,150.865100980067,11.4286860475333,94.7128516240958,43.1443205248714,NA,NA,NA,NA,8.78192938631762,NA,NA,NA,NA,5.99706364455984,1.20267313711905,23.9257302867072,NA,2.99440661067645,NA,NA
"5435",3473,1002302,1005775,-56.0102111132383,-10.3106683010932,0.960755653624775,2028150.68279194,0.0156062222107357,59.8063238002841,34.3740463554501,0.854167308642368,134.130234743936,0,0.222453244996694,223.122088979803,16.274085002408,0.663259286187539,0,0,5102793,0.665,0.553,0.809,0.656,10413,56.66,162878,16069.29,291.550003051758,1.54544252157211,7.5,489.33472211087,44.0941912305812,168.276465048169,95.2036627214689,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.54977838170434,NA,2.40007793170836,NA,NA,NA,NA
"5841",3985,1001774,1005759,-54.6588597257858,-11.3917493964376,0.487447347428303,1164676.2077592,NA,7.64347038644783,72.6127698658759,0.262224294216056,88.8132775451329,0,0.536864065653034,191.136597172815,0,1.62422756442884,0,0,5108303,0.665,0.556,0.797,0.665,3562,57.77,140885,40624.33,350.079986572266,1.2765200138092,3.5,462.28428492192,25.3774031408366,223.175047826055,73.4452292381447,NA,NA,NA,NA,0.0212721754974359,NA,NA,NA,NA,3.59788033705464,NA,15.8623829409081,NA,NA,NA,NA
"1261",4130,1001627,1005757,-69.7939948273583,-8.14850612564795,0.0289344713579841,476626.107064364,0.00487073177277738,1.34700584189605,98.5462356698598,0.101887756471364,0,0,19.2281523291159,227.239191086579,0,1.98170248200586,0,0,1200302,0.539,0.388,0.723,0.559,34675,50.16,350870,10842.72,200.809997558594,1.88976502418518,10.5,1300.53578366529,59.0505841667062,116.159352645218,57.8782852196998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5879",4130,1001627,1005757,-54.6588597209348,-1.12147911994673,0.0255619284833035,607050.957287236,0.326239626086844,0.863312356052481,98.7183017249349,0.00188865109556674,0,0,13.7689491118993,210.723339610086,0,2.17408525269835,230.943392466561,0,1504802,0.589,0.495,0.764,0.541,57900,57.66,690194,12223.18,279.550003051758,7.03510308265686,4.5,205.102408905387,91.0236064218869,0,105.487488748039,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0902576418302421,NA,NA,NA,NA,NA,NA
"3564",5410,1000355,1005765,-62.2264272797177,-6.25661426236476,0.677615587548322,1236454.13720909,0.446616282756914,1.78696214447386,89.0494021425256,8.71701943024367,0,0,23.462648457419,190.380414323238,36.9389783560015,0.0177331605659173,0,54.9387341714885,1301704,0.605,0.451,0.791,0.621,54001,60.48,555210,10400.5,41.2099990844727,0.742812007665634,12.5,625.485768262257,113.551564623882,22.0970907398116,7.62952152663008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7442",6946,668814,675760,-49.5237246038141,0.22987222285904,0.99350690214004,791415.933551473,8.85357898360806,1.967948450059,9.26571582657218,47.0866840595977,0,0,62.8668883215124,10.3852474048392,0,8.77992731074035,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7.5,271.879910935014,103.721166052061,123.154875286356,305.421477677454,32.7847793943519,NA,NA,NA,NA,NA,NA,NA,0.041293285811229,NA,NA,NA,NA,NA,NA,NA
"5024",6435,999336,1005771,-57.3615624199334,-10.58093857042,0.239798595190897,1678039.63123172,1.69571047575121,10.4211791345803,87.7980216876787,0.0410533106562665,83.069144831185,0,0.95019210740141,217.846947252077,0,0.291241670457437,0,0,5105101,0.682,0.543,0.836,0.699,34815,58.79,787092,23251.67,332.224990844727,1.6571004986763,7.5,508.962130353179,66.761258656563,164.34222516495,19.2162409358377,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0440353913334771,NA,NA,NA,NA,NA,NA
"5263",6691,999069,1005760,-56.550751617755,-12.4728304745089,0.806788886267159,1724647.99030232,0.0497509467605168,5.90911895053363,49.361595851169,0.0979098632246972,27.3363057123544,0,0.147375326925644,187.372019675031,0,0.887172076554727,0,0,5108006,0.714,0.594,0.831,0.738,13359,59.72,777103,59929.3,305.279998779297,1.47895300388336,6.5,317.356086873318,27.2758566500367,309.681631204751,95.3491302180093,NA,NA,NA,NA,0.0156217972828023,0.00199003787042067,NA,NA,NA,3.93609590390505,0.0129352461577344,40.6149814030961,NA,NA,NA,NA
"4260",8774,525494,534268,-60.0642651636305,4.55419654442316,0.999877508639143,665180.753854174,49.0322445836144,0.729846388976782,3.10167302483766,0.158009006911402,31.515110024607,0,10.4943234409761,165.817991048772,0,1.64387925253354,0,462.838765731836,NA,NA,NA,NA,NA,NA,NA,NA,NA,596.950012207031,6.27547788619995,-9.5,584.341082560304,132.961051737203,42.8807022843297,3.25144358059823,46.9107647118525,NA,NA,NA,NA,NA,NA,NA,NA,0.0528355054596689,0.014626778347592,NA,NA,NA,NA,NA
"5786",14918,990840,1005758,-54.9291299697215,-4.0944520764509,0.785657321574117,3184712.22226805,0.0169978598601007,35.4379533383896,63.4871059801652,0.0518882037834652,77.7020605027317,73.2954624653844,0.014336420176214,170.350424412804,0,3.15992937145658,232.445937565763,0,1506195,0.548,0.392,0.764,0.548,49503,52,359148,7315.67,129.910003662109,3.6424880027771,5.5,223.45725518451,1.07160890517972,3.62725762640362,26.8042671304944,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.492937935942919,0.487967801480901,0.0251488803778097,NA,NA,NA,NA
"7675",25740,980017,1005757,-48.712913770624,-3.28364128131821,0.648487450048938,2894243.98258971,NA,18.2545086574772,80.8670697777058,0.716892194801438,114.849110506566,0,0.0205221730496644,164.025872362366,0,1.5074750182859,0,0,1507953,0.588,0.45,0.776,0.583,103664,56.72,846501,8192.92,81.5750007629395,0.974358022212982,3.5,104.707871106017,43.8890683503057,106.090968179473,30.2461095441982,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.161529370015576,NA,NA,NA,NA,NA,NA
"3843",39192,966561,1005753,-61.41561651314,2.66230465708623,0.97046016138832,4444514.4732194,1.59501555155073,54.8223723644619,42.9301328318136,0.588364517613659,195.560672194154,0,0.183756303896708,238.741133219154,0,3.01075073846183,0,0,1400308,0.665,0.547,0.813,0.661,17528,56.57,300036,17804.2,107.23999786377,2.67490601539612,2.5,401.111054797474,58.8904719087194,28.8444203229895,23.7382542075796,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0278327529872993,0.0141151818721304,0.0221667997005991,NA,NA,NA,NA
"1258",1033,1004721,1005754,-69.7939948303066,-8.95931697894001,0.0955903686557215,234624.567949023,0.026341712648694,0.752875968306446,98.6287399019293,0.592042417115553,0,0,18.564279969674,168.169161769746,35.9150690198025,0.979367873711835,0,5.98018504884269,1200344,0.551,0.373,0.767,0.586,9336,51.98,135599,15259.81,239.199996948242,2.59064602851868,8.5,1252.89403330647,59.1853453206052,34.1396744508295,12.2165322300353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4403",1289,1004472,1005761,-59.5237245560165,-1.12147911882677,0.276707469587769,805011.978539035,0.600193437633262,0.523454561539708,94.0007494962769,4.87271982656219,0,0,25.0901806823125,159.479417807323,0,1.69974614986203,898.96194627589,0,1303536,0.647,0.538,0.802,0.627,35352,58.54,444819,12865.72,101.640003204346,7.08800387382507,14.5,74.1935591126722,89.8933281808177,0,52.7948439933384,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00288267798797029,NA,NA,NA,NA,NA,NA
"4897",1289,1004472,1005761,-57.9021029629168,-0.580938596000278,0.133186973382862,476662.99192019,0.6837910992844,1.45306851131551,97.3050936920047,0.558046697395351,0,0,95.2086411047826,160.855872940046,0,1.94926152406377,0,899.084704063259,1505304,0.623,0.52,0.778,0.599,72160,61.23,1700273,23921.23,130.610000610352,1.44459903240204,15.5,192.303050110363,219.01841014524,108.866532357487,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4322",1417,1004344,1005761,-59.7939948607404,-0.851208859574425,0.224622344612632,566403.846160158,1.28080365086197,1.19571494887223,94.394085937601,3.0159769942416,37.3799197896436,0,2.15589238435535,137.183241821096,0,2.3239225928705,277.577145222666,0,1304302,0.62,0.575,0.754,0.551,16383,57.04,298060,17566.03,150.245002746582,7.22173810005188,14.5,33.871479381918,126.038423900658,2.15892864289511,21.5592765259457,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.10924355547515,NA,NA,NA,NA,0.0041749129480949,NA
"4009",2066,1003688,1005754,-60.8750759025348,3.2028452064543,0.99936779904168,1680916.64998751,87.0572728474596,0.8182829378266,9.61214064685306,0.151787906470022,216.253163346503,31.0593532624595,0.418047405519706,125.857555826698,0,0.0999652389612418,0,55.8001528711299,1400100,0.752,0.708,0.816,0.737,375374,63.86,8939317,26924.03,101.5,1.41215652227402,-2.5,442.520492922858,41.0520617292658,58.9050922114917,5.40984482969826,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.741544061733046,NA,0.999096429554805,0.619875170102852,NA,NA,NA
"5101",2194,1003497,1005691,-57.0912921726739,-11.9322899324714,0.503097588680752,641685.8369141,9.94026892403547e-05,6.19964632523168,87.7366902284174,0.668582487830626,19.3776344110226,0,1.4028349316785,151.457996775279,30.65345128788,1.14485540047495,0,0,5106802,0.685,0.561,0.815,0.703,5429,63.77,404675,76599.43,296.410003662109,1.34110605716705,4.5,387.862660043087,54.7655152737113,316.617252692589,68.9038111333759,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.58676512834378,NA,3.80821642748723,NA,NA,NA,NA
"4221",3090,1002677,1005767,-60.0642651670191,-5.98634399504173,0.596916910958925,1126721.69110839,0.024651866931608,8.20936989629317,88.4409582816854,3.32501995508987,31.8381172901677,0,1.26065204952722,172.396765891731,7.31607449117841,2.91376170180223,0,0,1303304,0.554,0.421,0.759,0.532,25237,51.43,183026,7288.37,48.0499992370605,1.11377704143524,11.5,385.211170245445,99.4689736862508,28.5684884560583,72.8822985553915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4448",3218,1002552,1005770,-59.2534542895802,-11.1214791089959,0.455594013529855,1126795.46081942,0.0564607274885215,21.4848972524103,78.285283730066,0.144233302087755,21.8546479316512,0,5.39642922847588,234.814717386137,0,0.964627304694423,0,560.665857593738,5105150,0.716,0.593,0.845,0.733,40905,58.08,1020697,25659.19,325.625,3.96466958522797,4.5,381.045489597371,60.2843633702843,231.845124328498,0,NA,NA,NA,NA,0.00337969143417206,NA,NA,NA,NA,0.00288267798797029,0.0228626185252816,NA,NA,NA,NA,NA
"5593",5668,1000023,1005691,-55.4696705468992,-11.932289911455,0.988063178210988,2089822.16174381,0.19343763326173,7.98104191910808,28.2370237244398,0.202185069914881,79.7560014417797,30.4369083090174,0.0972307511281693,155.808696186642,0,1.09565034397884,0,0,5107909,0.754,0.682,0.832,0.755,139935,61.06,5626287,41408.12,377.570007324219,1.2528680562973,3.5,380.898202657393,3.07205771510062,292.948485241947,125.774080387034,NA,NA,NA,NA,0.0576535597594057,NA,NA,NA,NA,5.24180201171162,7.89028726383164,50.1965688179728,NA,NA,NA,NA
"5998",12872,992884,1005756,-54.1183191694509,-13.2836412759439,0.92212968341261,2062998.14729132,0.240098069066254,28.4411237345847,42.8391472289718,0.189352103370527,91.9060286998821,0,0.167375952068449,141.785891020019,0,1.5186023601901,0,0,5106307,0.667,0.532,0.82,0.679,22246,57.89,769746,35616.58,401.029998779297,1.18114495277405,3.5,309.312963177825,92.8179725554839,285.033656921707,33.8394503689023,NA,NA,NA,NA,0.445270973506626,NA,NA,NA,NA,11.0404315994133,NA,16.8045762910868,NA,NA,NA,NA
"2903",4901,1000864,1005765,-64.3885894489295,-7.60796561049102,0.0728574034414161,504437.2883618,1.14144108054699,2.00425642315327,96.8400879117384,0.0142145845613707,12.1196105901137,13.673062242991,14.4952052864768,106.551497378489,0,3.01837917613032,542.609995244453,80.5874753212264,1300904,0.53,0.379,0.752,0.522,15450,54.39,102951,6646.31,86.1000022888184,0.857154011726379,9.5,882.48142981297,57.0114958121078,0,6.4434622343616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3131",7205,621948,629153,-63.5777786350811,-12.4728304666689,0.85256708075725,1654580.86292295,13.0992863880939,8.05718437906619,40.2298587785994,1.17235531690074,0,0,8.28271323443317,117.439232552432,35.6816766251626,1.58553212169397,110.407269668539,0,1101492,0.611,0.462,0.751,0.657,19842,56.86,341413,17335.87,144.130004882812,0.74499899148941,3.5,469.786491959473,43.7478396588642,4.7653394190997,53.0958692817157,37.4408181238935,NA,NA,NA,NA,NA,NA,NA,NA,0.000497013446201773,NA,NA,NA,NA,NA,NA
"6612",7973,997780,1005753,-52.2264272916536,-2.47283047798739,0.417012197976169,1143094.81235151,0.0451738596585493,15.7218961876845,77.8513760116855,6.37279777434165,0,0,5.89757299945005,166.662294479919,0,0.321524418583206,690.386530874237,1.21872629337303,1505908,0.503,0.322,0.77,0.512,40458,53.71,295942,7400.22,42.9200000762939,3.05682253837585,8.5,368.070323567212,76.8143782633075,0,17.8934464650702,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00875616662985097,NA,NA,NA,NA,NA,NA
"6903",9290,254906,264196,-51.1453461935315,-12.4728304615456,0.98265624081475,1303326.3808327,0.0878719772884736,4.87013535664194,17.9434776428441,0.0538762575682722,116.953873130461,0,2.70632521540917,152.771632487969,0,1.45225169087857,0,0,5107180,0.67,0.542,0.831,0.668,10081,53.16,290049,29608.88,210.380004882812,0.519164979457855,2.5,267.846169836447,27.3937584980237,48.9168369465624,50.0702198029264,73.7393005430369,NA,NA,NA,3.22472264164635,NA,NA,NA,NA,0.0766394734043135,NA,0.00397610756961419,NA,NA,NA,NA
