"parent_id","loss","no_change","tot_pixels","Long","Lat","division_3","ed_3","pland_12","pland_15","pland_3","pland_33","len.st.roads","len.fe.roads","dist.roads","len.rivers","len.waterways","dist.rivers","area.protected","area.indigenous","CODE","IDHM","IDHM_E","IDHM_L","IDHM_R","POP_2018","IPS","PIB","PIB_PC","dem.data","slope.data","wi.data","dist.mining","dist.urban","dist.pa","dist.il","pland_0","loss.1","parent_id.1","no_change.1","pland_4","pland_25","pland_23","pland_32","pland_5","pland_41","pland_24","pland_39","pland_9","pland_20","pland_30","pland_11"
"6577",3906,1001777,1005683,-52.2264272920216,-11.9322899271506,0.815605868473418,1910400.8973093,1.23103742664223,16.7977106604339,52.7552074315974,1.68964165388067,52.7197973097976,0,0.893795573418171,181.353741965758,0,2.18549134541725,0,0,5107065,0.692,0.565,0.837,0.701,17014,56.76,1611455,97592.96,295.364990234375,1.42314499616623,3.5,395.057626515809,72.4328221462258,180.599589750037,34.5157476086911,NA,NA,NA,NA,0.963775340644732,NA,NA,NA,NA,2.96376340041751,0.0515419808438955,23.5473221055397,NA,NA,NA,NA
"8159",12040,419562,431602,-47.0912921639226,-5.44580343594497,0.99952582220341,1503684.91771374,0.00377730219113348,32.7323115399564,10.0809237293106,0.00258446992024922,65.7875786749007,0,3.37461263886481,125.088604902939,0,2.62456559663565,0,0,2102358,0.583,0.505,0.725,0.54,15393,57.09,89751,5912.48,294.660003662109,1.80227196216583,-1.5,244.382595502806,22.04207209425,20.9970809567647,29.1760713270197,57.0906423302376,NA,NA,NA,0.00278327529872993,NA,NA,NA,NA,0.0863809369498682,NA,0.000596416135442128,NA,NA,NA,NA
"7181",58400,947353,1005753,-50.3345353882381,-3.82418181764346,0.954328192110554,4184660.6638805,0.00377730219113348,56.4387594941994,43.2584599143745,0.278029321805272,164.618650198795,25.4093836733856,1.01074099326494,99.9651117946473,0,3.37500214626113,0,0,1505486,0.515,0.338,0.746,0.541,46986,49.17,580557,12516.6,119.854999542236,8.03030133247375,2.5,186.494996806676,32.0229879950795,80.8167482679067,59.5697460971062,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0209739674297148,NA,NA,NA,NA,NA,NA
"3062",7813,997944,1005757,-63.8480488805266,-8.95931695978462,0.973215631541283,3146536.39648205,0.116400549100455,45.5947213195906,52.5290529209977,1.35336761400743,15.370093953494,15.6232689735611,0.397481722268289,215.537535093442,2.53761673619024,0.874904658027731,0,0,1100205,0.736,0.638,0.819,0.764,519531,61.25,16514535,31793.2,104.865001678467,1.30610948801041,7.5,758.923118828778,14.7960201525342,16.4541965813011,29.5488934164352,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.202880888739564,0.201191043022478,0.00238566454176851,NA,NA,NA,NA
"7334",9994,995764,1005758,-49.7939948911404,-6.7971547948961,0.999472477739345,1567385.06373583,0.0118289200196022,89.8929333634192,9.97118316038922,0.0315106524891924,203.482824288791,3.76403669617732,0.486366863840685,125.922325906833,0,3.47971213255755,0,0,1508407,0.646,0.503,0.8,0.671,44410,59.14,1217202,27962.38,276.31999206543,1.62202900648117,4.5,48.263106223569,27.1932853534192,48.166282964282,75.215293823735,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0893630176270789,NA,0.00318088605569135,NA,NA,NA,NA
"4853",2243,404251,406494,-57.9021029581999,-12.4728304438903,0.960956790551521,1008763.92215659,0.0779317083644381,12.2938263971793,26.807811858542,0.194729868221855,79.554243201509,0,4.27777419643661,209.045405632045,0,1.70866233270686,0,0,5101902,0.696,0.571,0.85,0.695,19248,54.66,771150,41264.47,298.940002441406,1.29777550697327,3.5,304.129155929759,38.8489122422984,340.865694936327,26.6839573495154,59.5959877098515,NA,NA,NA,0.0818084132448119,NA,NA,NA,NA,0.740152424083681,NA,0.207751620512341,NA,NA,NA,NA
"2575",2371,1003390,1005761,-65.4696705223175,-7.60796558761875,0.542142272703818,813458.168789966,0.341390996670667,0.477708590794483,94.3605311809084,4.82036923162648,0,31.6707208015321,8.58035144031052,235.602018542508,91.8855109160965,0.723895175595979,395.426561225862,162.816666382457,1302405,0.531,0.374,0.744,0.538,45245,50.24,494952,11033.02,78.3400001525879,1.40445250272751,8.5,961.111395303897,82.055628990517,0,5.99603787365011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1099",2627,1003134,1005761,-70.3345353859158,-7.60796560049159,0.430671852599323,727184.932732978,0.147016577386485,1.76320490174541,96.7807445062619,1.30903401460623,0,0,32.7353936691123,275.569517150324,68.0919367356777,0.201092052788505,0,22.0833647144642,1301506,0.509,0.349,0.727,0.521,19668,50.56,148680,7627.76,184.610000610352,2.79631245136261,12.5,1361.49988065728,60.2499454703586,161.679075543441,15.844967459529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5137",3011,1002746,1005757,-57.0912921804034,-2.20256019657149,0.0590531338895732,605796.872188988,0.307949531266619,2.39013766278433,97.0437640219918,0.258148783957201,0,0,16.7299270189692,110.754011614383,4.0820952891608,3.07090518149908,0,0,1303007,0.586,0.503,0.779,0.513,20899,58.03,142087,6797.78,73.2400016784668,3.22506046295166,6.5,76.3576723934437,27.5156202913692,39.281109613741,59.9307055652984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7198",3907,1001846,1005753,-50.3345353924658,0.77041276091116,0.974931627239668,2629927.10569533,31.2061820520492,1.09253495744074,31.1272563167924,36.5157766978228,0,0,21.6685413476963,75.8980029181439,23.4181869226748,2.25184422378805,0,0,1600303,0.733,0.663,0.82,0.723,493634,62.46,9994877,21054.88,12.0100002288818,0.971666991710663,7.5,172.132633994693,93.7213906207173,44.4589607820891,231.482395208255,NA,NA,NA,NA,NA,NA,NA,NA,0.0524846199189073,0.00576535597594057,NA,NA,NA,NA,NA,NA
"6942",9484,996273,1005757,-51.1453461875047,-1.93228993638171,0.538535237322493,2400351.41927023,0.886263365591847,6.1048391750895,85.26645612066,7.74244133865867,0,0,14.9609742689582,134.922653891747,21.6389673355528,2.25649658137236,0,0,1505809,0.483,0.286,0.767,0.513,61126,49.95,648024,10742.76,21.5699996948242,1.10909402370453,9.5,317.542910188659,36.6972373265091,32.3908931735528,129.79320563187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4246",22040,983722,1005762,-60.0642651653152,0.77041275707663,0.465450479204318,1854017.27840841,0.0668980098587587,16.9560113279305,82.7861380961801,0.190952566030721,67.1019798376333,0,3.43085016616479,220.235065503296,0,0.953941955355829,0,0,1400605,0.649,0.574,0.788,0.605,7860,61.47,119354,15710.68,110.76000213623,2.07075500488281,5.5,166.040072772616,24.4980055803174,63.7646510491075,29.4754745032749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5958",44080,961673,1005753,-54.3885894547789,-1.93228992756782,0.976257935124686,6975956.67170001,7.48343632097083,41.5392767359493,48.3581738718173,2.48813749746017,190.850085641833,0,2.06996524965468,228.35294239044,0,1.48529249070626,0,0,1504802,0.589,0.495,0.764,0.541,57900,57.66,690194,12223.18,15.9850001335144,1.45217597484589,1.5,207.455834055051,33.1182022664816,43.8619315931791,86.4854215658245,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.130975573802495,NA,NA,NA,NA,NA,NA
"4118",5511,1000254,1005765,-60.3345354121405,-11.6620196581389,0.135638401100204,749057.6522413,0.371766057758927,5.50611376240173,93.8178485480746,0.263218321108459,0,0,2.03137357818965,192.134220842808,0,0.124843820696945,0,813.011535333706,1100304,0.731,0.659,0.808,0.734,97448,63.8,2555582,26723.64,379.269989013672,2.106281042099,4.5,322.788120269267,74.4965084997376,206.806038884658,0,NA,NA,NA,NA,NA,9.94026892403547e-05,NA,NA,NA,0.0409539079670261,NA,NA,NA,NA,NA,NA
"7331",6023,329493,335516,-49.7939949018521,-7.60796561219429,0.999716416962583,1166999.95367671,0.0707747147391325,24.8793002845899,8.38799652885809,0.0559637140423197,214.436083112393,0,0.653821418443756,120.837306292391,0,1.58499017971239,0,0,1503044,0.583,0.437,0.792,0.573,20080,51.46,249633,12642.21,197.514999389648,0.949749499559402,4.5,129.635374375124,9.58783595872404,135.442789325545,20.857541454898,66.6003982071731,NA,NA,NA,NA,NA,NA,NA,NA,0.00556655059745986,NA,NA,NA,NA,NA,NA
"4690",529,440517,441046,-58.4426435420443,-12.2025601921283,0.837434197236782,275197.909364437,0.000198805378480709,3.03854140469916,40.445562614251,0.000497013446201774,4.60716294107032,0,14.4422711071687,208.803341178201,0,3.3432803064281,0,872.576713180156,5101902,0.696,0.571,0.85,0.695,19248,54.66,771150,41264.47,298.380004882812,1.28009295463562,3.5,294.634358892406,46.8582611574825,332.092239616343,0,56.1786226564573,NA,NA,NA,0.00238566454176851,NA,NA,NA,NA,0.334191841226073,NA,NA,NA,NA,NA,NA
"3559",529,1005236,1005765,-62.2264272822036,-7.60796560750194,0.0368135163006701,549104.848774933,1.09303197088694,0.603274920999713,98.1689030615034,0.134790046609921,0,0,23.9641071526577,73.4378444863422,0,6.62759372076605,0,891.424571212414,1301704,0.605,0.451,0.791,0.621,54001,60.48,555210,10400.5,80.8950004577637,0.543319493532181,10.5,650.829937854287,80.042278554088,32.6975814871537,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6360",561,1005196,1005757,-53.0372381079283,-4.09445210012327,0.000918269946813433,14200.6694954153,0.000596416135442128,0.00815102051770909,99.954075957571,0.0371766057758927,0,0,35.0620067578192,121.733576131064,0,2.64747069652014,0,896.660670681063,1500602,0.665,0.548,0.811,0.662,113195,54.67,2500591,22439.9,182.029998779297,2.89692902565002,0.5,334.064429827786,72.2711511934743,27.5852505501608,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7274",561,1005196,1005757,-50.0642651527816,-0.851208850315194,0.555488130673148,451404.301544106,0.0302485756303942,0.111840128317642,97.9946388379771,1.81461603214309,0,33.9068498720113,3.25621256037522,166.682726987864,48.4687309490236,1.41102510315971,0,0,1500701,0.484,0.29,0.774,0.506,28859,53.18,204720,7191.73,16.1699991226196,0.766687989234924,12.5,276.158823091013,83.3536601958012,24.9350637759017,231.322196781899,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00328356248619411,0.0453728634455914,NA,NA,NA,NA,NA
"7284",593,205027,205620,-50.0642651508888,1.85149386132211,0.998815537506161,1189320.73951777,0.0981088670117392,0.0980093651182182,5.04902458293781,1.97570959775365,0,0,67.2212841130903,22.9922632882227,0,8.46782279070564,195.207658497624,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,226.974134148731,164.565442386997,6.67598414207473,201.90088031466,79.5695747090067,NA,NA,NA,NA,NA,NA,NA,13.2086773611302,NA,NA,NA,0.000895517041689303,NA,NA,NA
"6349",657,1005108,1005765,-53.0372381055501,-7.06742506504174,0.135446970958818,498498.826573008,0.00924445009935299,6.66167002482085,93.3189464507773,0.0101390743025162,39.008148732591,0,0.626268058939862,179.78723912747,0,1.82345008284984,530.477539297984,253.610716736843,1507300,0.594,0.411,0.798,0.638,124763,54.24,1392553,11157.74,241.634994506836,2.99009501934052,6.5,220.221554822789,124.939738213702,0,2.05013325960541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5359",657,1005097,1005754,-56.2804813555791,-8.68904668412179,0.0165793616745142,271669.626268928,0.695418733818505,0.10875556961849,99.1720447440115,0.00686563065295133,0,0,48.934152920593,237.232445936915,0,0.460154384172702,0,0,1503754,0.505,0.279,0.8,0.577,8899,47.61,327630,40653.91,365.354995727539,1.35607051849365,7.5,307.732835511012,99.9849473193695,65.1383743008025,42.5022298019168,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0169153218985757,NA,NA,NA,NA,NA,NA
"2678",657,1005096,1005753,-65.1994002600651,-1.93228993623073,0.450861632849164,1080549.50834308,0.944770478982215,0.252137798182299,87.757088017385,11.0460037054505,0,0,37.8922292967627,198.54433048813,29.2551809625366,0.642605071844654,0,0,1302801,0.498,0.348,0.763,0.466,18186,55.23,154283,8325.67,72.8000030517578,0.41584900021553,22,577.967563391942,42.939875840953,26.1378332897821,33.3700219111614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4934",721,1004124,1004845,-57.6318326662553,-12.743100730666,0.279639422662518,818696.260052644,0.17942185407884,5.60024810911234,85.1477471871524,0.010636087748718,44.3224306754699,0,0.639626755324896,192.965886608478,0,3.23176662786223,0,726.013102903157,5101902,0.696,0.571,0.85,0.695,19248,54.66,771150,41264.47,326.279998779297,1.17395901679993,3.5,303.969604199448,77.9876927112678,305.240250237136,0,0.0915498767903667,NA,NA,NA,1.09124272248061,NA,NA,NA,NA,1.21907458084371,NA,6.66007958179301,NA,NA,NA,NA
"3913",785,1004972,1005757,-61.1453462103964,-0.580938605117644,0.281922064539742,342263.853698231,0.546265395430475,0.0723378765897915,98.0476733472238,1.33372338075594,0,0,27.3552968860418,206.171405570333,0,0.3287562146834,0,712.818147296211,1303205,0.57,0.434,0.776,0.551,18974,54.53,131530,7076.84,64.7999992370605,1.27300548553467,16,113.246799640458,184.435393545996,85.8944552532488,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1788",817,1004986,1005803,-68.1723732227951,1.31095329383655,0.278075073650584,270661.072097276,0.146618966629523,0.1793224513896,98.5963346252369,1.07772395674393,0,32.4267089200892,6.746535221702,167.280139833111,0,3.99217443710012,0,898.900167713491,1303809,0.609,0.476,0.777,0.61,44816,49.69,313522,7037.06,117.25,1.65981602668762,24,922.271830156031,197.795217478317,148.900618391765,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5370",849,1004914,1005763,-56.2804813503566,-5.71607371248632,0.0155639975118201,269517.641566356,0.000298208067721064,0.284092885848934,99.3753535008136,0.338863767620369,0,0,14.1231762677948,138.793670863812,0,1.65167521373291,894.752759364502,0,1503606,0.64,0.51,0.8,0.644,101097,52.08,1770652,17971.96,158.305000305176,5.22658205032349,12.5,38.6378308941008,89.9617512171985,0,64.4561998652612,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00139163764936497,NA,NA,NA,NA,NA,NA
"4203",977,1004794,1005771,-60.0642651670527,-10.8512088412054,0.00368414068575607,97805.4960567147,0.0399002593019345,0.0912432363587879,99.8156229913055,0.050248456228122,0,0,21.4994086299944,207.495147786275,0,1.32833911913055,0,883.458439255216,5101407,0.675,0.553,0.816,0.682,21987,55.21,709381,33215.39,316.830001831055,2.93949556350708,4.5,408.006161917585,99.1850487842752,178.057977244538,0,NA,NA,NA,NA,0.00298505680563101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2687",977,1004781,1005758,-65.1994002600781,0.500142494774999,0.0160265742508124,291648.555065767,0.424051872299353,0.217095473300935,99.2001065596829,0.158746094716846,0,30.3135833711301,11.5264188356437,154.880099274572,0,3.76257537434669,897.307331684292,899.096552993496,1303601,0.479,0.323,0.737,0.461,24436,49.51,122622,5159.77,108.720001220703,2.63906192779541,19,579.520492702937,103.08511888964,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5289",1058,1004707,1005765,-56.5507516258796,-5.44580345232436,0.00354310351728337,87615.1159467143,0.000696513254647236,0.17522283449054,99.8226876257455,0.00139302650929447,0,0,9.90232039476861,100.950663423008,0,1.89601057269194,895.173854259738,0,1508050,0.562,0.392,0.763,0.594,18807,51.94,329440,17837.45,189.61499786377,5.35994744300842,12.5,51.1615828480456,132.027681087679,0,24.3307680609932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3916",1186,1004567,1005753,-61.1453462067745,0.229872212487715,0.302403310223026,2597407.47826817,12.8986537902239,0.00438245265955116,85.6098182875765,1.48714546953996,0,0,47.5632296933144,185.552106285602,0,0.375276857215991,0,0,1400472,0.619,0.519,0.798,0.574,29533,56.41,531363,18832.65,42.0200004577637,0.848801016807556,10.5,154.332478298213,110.649991489592,18.1725512964813,60.4712443087759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6169",1378,1004385,1005763,-53.5777786302182,-11.3917493779366,0.105110853832418,599932.180111845,0.0789257352568416,0.864306382944884,98.0428604515467,0.972058898081429,0,0,25.8987951689978,140.591623924135,0,2.88227641760422,0,881.876873165276,5103700,0.692,0.548,0.819,0.737,13857,60.54,393825,29278.52,334.720001220703,0.881626009941101,5.5,514.549104461905,86.093619805347,253.490680132967,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0418485321701893,NA,NA,NA,NA,NA,NA
"6521",1442,1004333,1005775,-52.4966975712667,-4.9052628990657,0.00944668164445095,186416.061376119,0.226638131468009,0.180614686349724,99.5365846627615,0.0520870091619459,0,0,37.1791462062468,99.5685677181247,0,4.5623369122497,0,895.924215461626,1500602,0.665,0.548,0.811,0.662,113195,54.67,2500591,22439.9,199.680000305176,1.4672389626503,3.5,237.62987241179,133.557445208621,32.8620970461003,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00407551025885454,NA,NA,NA,NA,NA,NA
"6962",1506,721460,722966,-51.1453461902787,3.47311547385223,0.925209169325419,3591884.14580074,34.8351754308361,0.287174369215385,30.7847146496701,4.62789100296319,0,0,52.3277894080606,59.6029592082742,0,4.86442666047073,757.980615439902,214.104474294883,1600204,0.643,0.55,0.759,0.636,10926,53.12,146922,13959.32,3.01499998569489,0.269951000809669,11.5,294.966779330558,288.134580507063,0,7.24648070106812,28.1161500543236,NA,NA,NA,NA,NA,NA,NA,1.34889449299161,NA,NA,NA,NA,NA,NA,NA
"4106",1634,211567,213201,-60.3345354102428,-14.9052628913015,0.992737735861834,605464.908486736,1.47603053253003,6.46664194853127,10.5075600715302,0.0971164273878266,0,0,21.2511015285913,105.634392673067,0,3.6048642163742,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,271.604995727539,2.04022455215454,2.5,71.6295820204146,40.5498570154872,313.203203777456,71.9584765309336,78.8176845336374,NA,NA,NA,2.52621994435437,NA,NA,NA,NA,0.108746542028948,NA,NA,NA,NA,NA,NA
"4467",1634,1004133,1005767,-59.2534543031498,-5.98634399010783,0.279847102946923,156059.825026447,0.00546714790821951,0.00884683934239157,99.2043808753202,0.781305137429188,0,0,69.3207753882071,173.405291121375,28.4847983286789,3.44262212495217,827.954726946546,0,1300805,0.56,0.425,0.776,0.532,40565,54.38,295945,7313.77,99.8300018310547,4.06237697601318,10.5,295.456288105711,149.789651047675,0,75.5802010527157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4491",1634,1004127,1005761,-59.2534542941111,0.50014248910602,0.0112780587419802,288808.421166485,0.055764908663839,0.199898808062353,99.4344981009116,0.309838182362186,0,0,19.8286657812432,201.922322363291,0,2.31226492343781,0,899.096194210121,1400233,0.639,0.549,0.791,0.6,9950,54.89,163048,17175.63,173.165000915527,6.14697241783142,8.5,165.70753174067,87.0703032706926,135.51983813015,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1625",1634,1004164,1005798,-68.7129137729771,1.58122358844181,0.0191399606318774,387844.259076112,0.104174018323892,0.39224301174244,99.0397700219382,0.463713545306255,0,0,3.08419111931178,133.861668414071,0,0.798809410794226,0,898.796650661518,1303809,0.609,0.476,0.777,0.61,44816,49.69,313522,7037.06,145.830001831055,1.77670347690582,22,987.999778262673,259.770183765807,215.69659334985,0,9.94026892403547e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4134",1698,1004067,1005765,-60.3345354062524,-7.3376953270472,0.515429128307288,690078.767765766,0.329718720210257,7.98153893255428,91.662102426519,0.0266399207164151,35.1020490889691,35.2504946039663,3.48173717257315,139.315026408949,0,1.52955982718634,174.49845903157,0,1300144,0.637,0.54,0.772,0.621,21583,52.15,193460,9037.65,138.080001831055,3.58513402938843,11.5,443.113909396295,51.221916584654,6.24030979879285,119.58626410926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1866",1698,1004056,1005754,-67.9021029525204,0.229872232989236,0.430440490924664,503833.068777143,1.04069030433649,0.175023830703498,95.5562454353506,3.22804042960938,0,0,37.8498492297713,152.83852034688,34.7829588045602,3.81015869025006,0,899.122816419807,1303809,0.609,0.476,0.777,0.61,44816,49.69,313522,7037.06,108.269996643066,1.05971097946167,24,870.682190561451,97.5756172797875,118.708754251132,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6460",1826,1003935,1005761,-52.766967826002,0.770412765848392,0.00157789172955181,40425.801992149,NA,0.00407551025885454,99.9217700835678,0.00874743665315121,0,0,40.5225630298127,131.728196320893,0,1.10258089647626,0,616.261217675298,1600279,0.665,0.573,0.801,0.641,49446,57.87,850522,17885.4,427.130004882812,10.0273199081421,13.5,96.4109301278026,151.476675535208,35.822836517597,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0654069695201534,NA,NA,NA,NA,NA,NA
"3310",2116,1003642,1005758,-63.0372381287182,-8.41877640427645,0.206935779403247,421151.283892691,0.00288267798797029,1.49461883541797,97.9292431777449,0.571466060442799,0,0,4.57456837721449,255.293946418934,0,0.229557972780154,760.939818809034,0,1100205,0.736,0.638,0.819,0.764,519531,61.25,16514535,31793.2,91.5699996948242,1.24593496322632,7.5,763.499355400317,81.9801087453217,0,82.9517921176291,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00178924840632638,NA,NA,NA,NA,NA,NA
"2435",2372,1003385,1005757,-66.0102110558736,-1.12147911944322,0.527647448674019,595653.536835131,0.841046153662641,0.0645123453169902,97.6860047971738,1.40843670384659,0,0,92.9578198658362,181.876690093007,0,0.174336737577761,0,111.886800724209,1303601,0.479,0.323,0.737,0.461,24436,49.51,122622,5159.77,51.2299995422363,0.786177009344101,20,654.752930140375,92.583825491197,82.2841646463857,10.2962158362274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6603",4488,1001283,1005771,-52.2264272929073,-4.90526291342949,0.00547305514889029,154849.471673169,0.0782084883075325,0.195819726449394,99.7259717852431,NA,0,0,18.7685559642809,101.202880201399,0,0.729228964774406,0,895.946162258152,1500602,0.665,0.548,0.811,0.662,113195,54.67,2500591,22439.9,241.074996948242,1.97545349597931,3.5,210.649581176431,130.68266829192,60.0697179389281,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2647",6792,946222,953014,-65.1994002639056,-10.3106683082362,0.843842485935197,1501840.67492223,0.11222563615236,45.8353752302415,47.1330773382743,1.38090215892701,0,59.9125577329498,1.5185093081435,156.85095207555,17.3856184319833,4.29336765943328,0,289.985581034487,1100338,0.587,0.424,0.769,0.619,29757,56.24,473026,16372.8,149.860000610352,2.01419007778168,3.5,751.455845376838,17.273411851574,46.0152952901614,0,5.26456522754767,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.273854408857177,NA,NA,NA,NA,NA
"1746",10512,995260,1005772,-68.1723732267298,-10.0403980603441,0.696084974047274,2069019.1030551,0.00457252370505632,35.6410330325077,63.9707000633195,0.377630816424108,31.1643157570003,0,2.07465827930664,154.332553906392,0,0.416507373396906,0.256164165177464,0,1200401,0.727,0.661,0.798,0.729,401155,62.31,8151494,21258.68,193.740005493164,1.92446994781494,6.5,1038.93000973425,31.3573181661964,15.5222726669094,110.053113561275,NA,NA,NA,NA,NA,0.000795221513922838,NA,NA,NA,NA,0.0052683425297388,NA,NA,NA,NA,NA
"7661",14096,991666,1005762,-48.7129137748389,-7.06742504467451,0.994685121170844,3514573.48797634,0.167891142126959,71.5923018581345,26.1434042836595,0.312025041525473,59.0663887641791,0,3.43165832324685,129.00833912203,0,2.08111160620719,0,0,1713957,0.596,0.524,0.745,0.543,3514,56.51,42999,12260.77,202.525001525879,1.44744294881821,3.5,156.707558991734,51.7243981380486,142.673802656349,45.8903422949545,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.59769942416022,0.144233302087755,0.0424449483056315,NA,NA,NA,NA
"2910",2117,1003651,1005768,-64.3885894539383,-5.71607371227237,0.669926850553069,1559454.81973192,1.3495903118163,0.589358544506063,89.380015486939,8.68103565673866,0,0,61.1190380876595,206.30261566502,74.2980569816501,0.0364531096203057,0,18.1041277270653,1304104,0.502,0.355,0.694,0.512,17299,53.13,338818,18896.71,49.8449993133545,0.868047475814819,13.5,723.60669552562,89.7512558591628,95.6479011040475,14.4568506630035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4435",2629,155291,157920,-59.2534543014537,-14.6349926108713,0.984855182375513,418495.574272828,0.0205763566727534,2.87412935669562,12.6019747338244,0.00467192639429667,62.1869011948857,9.03197822375738,5.35033104954271,135.719204587269,0,1.43808071193883,0,129.367475000872,5103361,0.718,0.65,0.807,0.707,3973,58.79,88274,22868.99,727.369995117188,1.54472994804382,3.5,47.4688668189454,64.7481276908818,244.25876074332,9.95003985266283,84.3058064092866,NA,NA,NA,0.182702142823772,NA,NA,NA,NA,0.00576535597594057,NA,0.00437371832657561,NA,NA,NA,NA
"6744",3525,323377,326902,-51.6858867476754,-11.1214791152265,0.995517879960389,1143319.8762324,0.2803155836578,15.5707354506769,13.4148899264321,0.0213715781866763,56.8657532425206,43.1736206689003,0.109323436148999,189.725792214769,0,0.803505613466082,0,0,5102694,0.667,0.589,0.817,0.616,4761,56.37,111293,24037.31,211.465003967285,1.06145203113556,2.5,420.608297995017,25.7087032263791,142.069543527811,16.6846105453552,67.5145053374274,NA,NA,NA,2.25743507264846,NA,NA,NA,NA,0.440453316024012,NA,0.500293734946705,NA,NA,NA,NA
"1418",3653,1002119,1005772,-69.2534543365427,-10.0403980330217,0.350825954075948,554453.152870455,0.0373754111543734,2.48039530461457,97.0501257941032,0.432103490127822,0,0,6.53653151804656,203.06868091352,0,3.54640683634306,79.4011149573221,0,1200500,0.603,0.456,0.81,0.593,45177,55.99,500512,11602.31,231.910003662109,2.38691091537476,4.5,1143.57345276708,104.375053697207,6.87970473007421,73.3559836539811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5753",4234,1001529,1005763,-54.9291299705851,-13.0133709918297,0.854472174844221,1560635.13511834,0.150793879577618,7.8736870147285,48.5658677009848,0.328028874493171,57.5943817891452,33.5539561778673,0.212202087213815,171.747340905396,0,0.507987086243196,0,0,5106240,0.669,0.529,0.816,0.694,11694,53.74,1026777,90449.04,387.164993286133,1.43115800619125,2.5,285.692332625061,34.8416423193092,265.761652992201,100.075600990553,NA,NA,NA,NA,0.264311750690103,NA,NA,NA,NA,9.61084841189293,NA,33.2064623676329,NA,NA,NA,NA
"1502",4490,1001271,1005761,-68.9831840600469,-9.49985748137769,0.136120831077121,875203.859187635,0.00188865109556674,6.80799078338265,93.1069205146276,0.0814108024878505,0,0,5.92048165536302,166.616198654993,0,3.10481532151372,276.721356559507,0,1200500,0.603,0.456,0.81,0.593,45177,55.99,500512,11602.31,194.949996948242,2.27107810974121,9.5,1145.81951915556,58.6544675699087,4.10606832338402,83.3388213731203,NA,NA,NA,NA,NA,0.00178924840632639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
