"parent_id","loss","no_change","tot_pixels","Long","Lat","division_3","ed_3","pland_12","pland_15","pland_3","pland_33","len.st.roads","len.fe.roads","dist.roads","len.rivers","len.waterways","dist.rivers","area.protected","area.indigenous","CODE","IDHM","IDHM_E","IDHM_L","IDHM_R","POP_2018","IPS","PIB","PIB_PC","dem.data","slope.data","wi.data","dist.mining","dist.urban","dist.pa","dist.il","pland_0","pland_4","loss.1","parent_id.1","no_change.1","pland_9","pland_24","pland_39","pland_41","pland_25","pland_23","pland_32","pland_5","pland_20","pland_30","pland_11"
"1807",25,1788059,1788084,-63.3525534508348,-2.78814578315271,0.00514114533193732,126084.566446653,0.011915623956334,0.0016223149987497,99.7488208846763,0.237641176368577,0,0,130.002176826134,231.669713357267,0,1.68376318729537,584.123074030628,0,1301308,0.563,0.421,0.775,0.546,28100,57.09,464071,16683.01,60.8199996948242,0.613630503416061,19,422.221605510029,145.64204138664,9.43268027195655,124.334612602186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215",26,312981,313007,-72.7219227436506,-4.95030795658579,0.970740478368093,148690.113509752,0.0116359144737909,0.00531448016831798,17.1441773716147,0.315456354412053,0,0,30.4485171255565,121.543900082636,63.6433810202488,11.1626468443607,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,152.434997558594,1.75231397151947,20,1473.54025036064,258.734693636934,276.352368292992,34.5354531973146,82.5234158793311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1754",26,1787936,1787962,-63.7129137705709,0.0947371168066598,0.28858519395298,2072777.13170351,11.9057781825485,0.00464317741021465,87.9442415929119,0.14533704712937,0,0,73.6698970153303,268.619189440361,0,1.58309275007469,0,0,1300409,0.5,0.315,0.728,0.545,27364,49.26,160472,5784.23,62.0499992370605,0.71746951341629,18,408.176433876663,153.898192650152,100.325260311839,88.722103920147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1081",27,1787925,1787952,-67.6768777043108,-0.625983627137407,0.237430400865204,239818.07641733,0.0762488049412358,0.00123072172318943,99.1601443077162,0.762376165619341,0,14.8940155242332,20.8535443563454,268.441590668633,0,2.28971222364128,0,1598.08620840458,1303809,0.609,0.476,0.777,0.61,44816,49.69,313522,7037.06,101.96000289917,1.22336596250534,24,839.155922498667,84.4643756170042,113.387334299346,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1250",27,1787986,1788013,-66.595796662119,-5.67102867154064,0.0165690120156332,290592.335477025,0.0048669449962491,0.0150483701608162,99.1861572895927,0.793927395250197,0,0,45.0050876309968,434.298042063639,0,2.0168338771225,0,0,1304104,0.502,0.355,0.694,0.512,17299,53.13,338818,18896.71,75.7099990844727,0.911737501621246,15.5,899.964301966485,93.7375777313765,76.3748866474955,92.0702157786056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3086",28,1788003,1788031,-55.7849858591976,-3.5088665023,0.00029311405559429,10545.1036804266,NA,0.0123072172318943,99.9853432231147,0.00234955965336163,0,0,1.80412316414449,348.625866088845,0,1.33930193897876,1105.47416661961,0,1501006,0.541,0.45,0.748,0.47,16371,54.52,144717,9074.85,116.650001525879,1.95872795581818,5.5,118.927815321743,83.4881567143674,0,70.0429487359442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"700",28,1787962,1787990,-69.8390399039064,-6.031389042102,0.00329114648986883,140158.543406006,5.59418965086103e-05,0.000391593275560272,99.8353070566787,0.16424540814928,0,0,54.6952919129504,275.474421454267,0,3.00595155072919,0,1570.03983856422,1302306,0.516,0.34,0.766,0.528,14753,49.73,218279,13794.17,163.789993286133,0.937161028385162,15.5,1225.24740058294,68.632639354189,230.091543342899,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1325",28,1787934,1787962,-66.2354362700742,-0.625983639996453,0.00206989646012967,61111.7819590322,0.0512987190983957,NA,99.8982416902508,0.0504595906507665,0,0,86.2716434853337,319.089042960174,0,1.25920670737717,0,1045.30591881783,1303601,0.479,0.323,0.737,0.461,24436,49.51,122622,5159.77,77.2899971008301,1.05471295118332,21,678.725234425158,108.363050200386,46.9349372800814,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1752",28,1787929,1787957,-63.7129137754588,-0.625983639450848,0.443284491774233,2639389.63182364,18.559115760007,0.048949159445034,79.5784666214283,1.81346845911962,0,0,89.406877037075,287.455070045923,0,0.673688621918984,0,0,1300409,0.5,0.315,0.728,0.545,27364,49.26,160472,5784.23,47.1099987030029,1.03444999456406,17,398.007618370115,144.957520363514,90.1727481250908,92.2060698248373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3321",29,1787972,1788001,-54.3435444060884,-6.75210975057044,0.0265717451261617,65304.9137375091,0.00234955965336163,0.00302086241146496,99.8113079830765,0.183321594858716,0,0,44.3576149512,259.359161857676,0,1.620878317556,31.9557204736093,482.777053822325,1500602,0.665,0.548,0.811,0.662,113195,54.67,2500591,22439.9,258.960006713867,3.65679955482483,8.5,263.111388426679,120.712370093989,17.5822726403026,8.21348580417837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"772",29,1232072,1232101,-69.4786795349616,-2.06742507355259,0.696323430343454,179734.315781277,0.00251550388896901,0.00111800172843067,68.4084574594752,0.484318348756167,0,0,111.796053676906,292.040729829124,0,1.82799634458552,0,0,1302108,0.522,0.345,0.748,0.552,3265,54.62,61964,14735.73,147.444999694824,2.39676356315613,22,1049.41847252276,200.938638602651,63.3390076030244,77.9349018364914,31.1035906861512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2971",30,1788095,1788125,-56.5057066008841,-0.986343998355628,0.00374068278641826,101431.137238256,0.095645047867244,0.0109564169386206,99.8155297148089,0.0778688203851963,0,0,35.6274308321687,322.290426472421,0,4.9770619874393,632.456548832573,0,1505304,0.623,0.52,0.778,0.599,72160,61.23,1700273,23921.23,118.920001983643,9.61243295669556,17,70.6291416199442,110.099894147219,5.46612377841746,48.9664115245157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1077",30,1788086,1788116,-67.6768777046503,-2.06742505197183,0.0735698708205111,124216.339416752,0.0038040489625855,NA,99.7586666584618,0.237529292575559,0,0,60.9716561448943,301.511656185908,0,3.79131100322238,222.319609636332,62.2401436272377,1302108,0.522,0.345,0.748,0.552,3265,54.62,61964,14735.73,103.209999084473,0.690859973430634,24,851.2771291673,78.2448420450384,12.7316396417812,19.2758327006125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1885",30,1788049,1788079,-62.9921930746285,3.33798032480469,0.501095983442868,163598.693963415,0.0015640326123143,0.0846811942953028,98.9099809858321,1.00377378726028,0,0,119.06856490971,377.17868444097,0,1.00547400003175,0,1595.81450708805,1400050,0.542,0.379,0.813,0.518,15638,46.83,278084,17453.31,335.675003051758,4.11229991912842,14.5,550.574712993548,249.40177654976,110.589002943057,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1929",30,1788049,1788079,-62.631832692467,-2.78814577280435,0.00274262635969202,75808.5012616677,0.0135938808515923,NA,99.8627745278644,0.123631591284029,0,0,103.037578251905,241.806387527148,0,0.0901648611514167,1047.43099511342,0,1303205,0.57,0.434,0.776,0.551,18974,54.53,131530,7076.84,56.0050010681152,0.786449491977692,18,356.870205528006,154.135193784517,0,146.967685805561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2667",30,1787927,1787957,-58.3075083514202,-0.62598362688068,0.00147073071794157,48843.7577953977,0.00620955051245574,0.00833534257978294,99.9264364060912,0.0590187008165839,0,0,96.7700777760359,293.306200777571,0,1.20849806572579,0,1598.36004772585,1503002,0.563,0.47,0.756,0.501,7319,57.26,56499,8060.87,241.639999389648,7.47575879096985,10.5,198.139801655518,189.087144030974,79.7359616364899,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2341",31,1787890,1787921,-60.1093101652362,-8.19355118133836,0.40783747251539,237368.623200336,0.00783186551120544,0.00934229671693792,98.9600401439049,1.02278569386692,0,0,33.0095673478671,410.115271237475,0,2.52910114604119,0,0,1300144,0.637,0.54,0.772,0.621,21583,52.15,193460,9037.65,111.965000152588,1.35077798366547,10.5,463.295812260356,112.226298292686,36.4196407431723,66.9576894733262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"445",31,697518,697549,-71.2804813558067,-9.99535297892188,0.848119800046531,64474.5906129734,0.0010628960336636,0.00441940982418021,38.9718103189303,0.013202287576032,0,0,99.8926243659676,170.079539143833,0,7.07967831805085,0,611.742280281673,NA,NA,NA,NA,NA,NA,NA,NA,NA,342.44499206543,5.15001654624939,5.5,1347.46806809307,201.185041366292,35.1453397678913,1.19023546559951,61.0095050876358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1311",31,1787987,1788018,-66.2354362641282,-5.67102867721714,0.145403333466854,313384.70524301,0.00117477982668082,0.00302086241146496,99.1158383256814,0.87996603208044,0,0,62.9331846705484,486.091877740184,0,0.105880484643308,0,0,1304104,0.502,0.355,0.694,0.512,17299,53.13,338818,18896.71,103.065002441406,1.75425499677658,16.5,868.381259037963,113.837053081737,112.838173692322,101.800545504941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1694",31,1787931,1787962,-64.0732741107923,0.455097455329224,0.028859486904801,461867.237971733,0.888804851728801,0.0032446299974994,98.5554124064582,0.552538111815544,0,14.0943365418196,20.8849075079598,338.859593861094,0,0.862196521625677,0,0,1303601,0.479,0.323,0.737,0.461,24436,49.51,122622,5159.77,58.3899993896484,0.600229024887085,18,457.157522856421,140.933009928566,71.977440068835,42.7404826224823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1755",31,1787931,1787962,-63.7129137723639,0.455097462078982,0.627218481401,3208244.00438032,26.5715617131423,0.0016223149987497,72.8644320862579,0.560537803016275,0,0,37.0634342326487,323.754046804135,0,0.567824407405604,0,0,1300409,0.5,0.315,0.728,0.545,27364,49.26,160472,5784.23,57.1749992370605,0.991720020771027,17,418.884234730354,172.477243139196,60.5654862507367,50.0630025138759,0.00184608258478414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2606",31,1787926,1787957,-58.6678686987916,-0.625983630646961,0.000719283400410275,22750.8536097569,0.0081675168902571,0.007608097925171,99.964029360545,0.0201950246396083,0,0,98.091110415577,354.92402101187,0,1.48466725733274,0,1598.43283308576,1503002,0.563,0.47,0.756,0.501,7319,57.26,56499,8060.87,99.9000015258789,1.88912403583527,10.5,158.136179594507,165.923788994025,57.0644345657501,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2052",32,1787935,1787967,-61.91111198189,-2.42778543700685,0.0134132172014395,290260.206227273,0.00290897861844774,0.063885645812833,99.3323334651697,0.600871910398983,0,0,56.9211520410765,283.438371315577,0,0.99508453425645,881.846648969448,0,1303205,0.57,0.434,0.776,0.551,18974,54.53,131530,7076.84,42.7649993896484,1.00047448277473,18,270.191444225921,108.766202688763,0,91.5533955364498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2236",32,1788084,1788116,-60.8300308516598,-2.06742505321011,0.0035074444660167,81704.9590146406,0.0725024120887291,0.0442728684458546,99.8249768294142,0.058247890051238,0,0,40.2716715960166,298.038877316803,0,0.295993181026249,749.783437220043,60.4692468679254,1303205,0.57,0.434,0.776,0.551,18974,54.53,131530,7076.84,104.625,3.27141046524048,16.5,164.003991148914,61.8938032478775,0,15.8308136633782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"825",32,1787975,1788007,-69.1183192112011,-4.95030795652233,0.00199818230199766,23747.2413590679,0.000391593275560272,0.0190761867094361,99.9560296693442,0.0245025506707713,0,44.4253637815109,9.01529509270954,349.713803706592,0,2.6323587308773,0,0,1302306,0.516,0.34,0.766,0.528,14753,49.73,218279,13794.17,170.544998168945,2.1306164264679,20,1100.56121117367,114.230479016308,153.402086801137,45.4401641575406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2715",32,1788017,1788049,-57.9471479943053,-5.31066830516996,0.00487858483418391,128645.381012734,0.000447200691372269,0.00340990527171355,99.7561079229428,0.240034971094065,0,0,41.8447414914263,283.301206304225,0,1.93982357701501,1586.37636305571,0,1302900,0.588,0.464,0.8,0.549,62755,56.75,458903,7376.44,119.110000610352,6.54179000854492,12.5,164.651723669237,199.268446948187,0,88.1880484011234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"567",34,1185063,1185097,-70.559760622089,-9.99535298865492,0.562127499366519,77822.0348386557,0.00951012240646375,0.0283065996333568,66.172774309691,0.0759690954586928,0,0,53.9300206408782,355.187876282662,0,1.27661032342861,0,0,1200435,0.517,0.34,0.781,0.519,6362,48.29,71271,11439.99,273.059997558594,2.94587504863739,4.5,1275.06049180609,149.938524509664,50.7483290047355,47.2984616615405,33.7134398728105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1437",34,1787938,1787972,-65.5147155930719,-4.22958723342283,0.00775257457620626,44276.9806109416,0.00206985017081858,0.00984577378551541,99.8708861028581,0.117198273185539,0,0,38.0525005286186,354.04201532621,4.96615096994324,1.74662383689504,1590.95125864332,0,1304203,0.639,0.511,0.801,0.637,60154,53.86,744800,12008.83,92.4050025939941,0.891276508569717,19,710.462578817106,129.042060633993,0,119.551033962793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1555",34,1787979,1788013,-64.7939948865027,-5.671028686631,0.0126309365413954,205837.102549512,0.00397187465211133,0.014209241713187,99.4625102583453,0.519308625289429,0,0,87.7882031297391,351.395099930791,0,1.75967588359051,0,65.744609245416,1301209,0.586,0.425,0.78,0.606,84272,54.27,1320621,15580.35,81.5699996948242,1.89318096637726,16.5,750.167196403918,104.563387442726,112.589419922956,18.5228267182642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2901",36,1787936,1787972,-56.8660669329739,-4.2295872101744,0.000171046949559384,6679.10556047515,NA,0.00855271322249464,99.9914472867775,NA,0,0,50.6566088974666,266.792714333096,0,3.62054496663621,1416.77323912271,995.299865950317,1503606,0.64,0.51,0.8,0.644,101097,52.08,1770652,17971.96,106.509998321533,4.67060804367065,12.5,188.182838864675,93.8065246185732,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2912",36,1788094,1788130,-56.8660669305889,-0.265623283254149,0.520983104453331,334079.733407347,0.00888811374102384,0.00514280795078109,98.5095918958291,1.47637718247912,0,0,7.84180703194337,453.189803989053,0,1.90298009470695,0,1598.43673392372,1505304,0.623,0.52,0.778,0.599,72160,61.23,1700273,23921.23,114.139999389648,1.39193397760391,18,155.263472434294,197.996731371407,44.6968359684648,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"656",36,140188,140224,-70.1994002869993,0.094737097161317,0.993894021645195,36970.1371160404,0.000335651379051662,0.00682491137405046,7.8140759881157,0.00408375844512855,0,0,49.2836248098939,187.721524985164,0,6.25127974671903,0,123.493984256333,NA,NA,NA,NA,NA,NA,NA,NA,NA,182.399993896484,1.54372501373291,24,1123.62136781292,346.512706685303,297.567296889096,16.9582802693835,92.1716028863781,NA,NA,NA,NA,NA,NA,NA,NA,0.00307680430797357,NA,NA,NA,NA,NA,NA
"1016",36,1788091,1788127,-68.0372380949964,-2.06742506174159,0.0133240740366299,205172.844050001,0.00576201534038686,0.000335651379051662,99.3846950803018,0.609207252978766,0,2.31100086940626,26.3647282334644,317.843073957284,0,0.578307701470499,1314.55782644632,0,1302108,0.522,0.345,0.748,0.552,3265,54.62,61964,14735.73,110.104999542236,1.53219598531723,24,890.820600003179,112.948320350042,0,47.9145949014704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1432",36,1787954,1787990,-65.51471559504,-6.03138902237498,0.00143045281032594,17478.3017695201,NA,NA,99.951050840555,0.048949159445034,0,0,65.5480775274682,347.643543985629,0,1.01538114676766,0,0,1304104,0.502,0.355,0.694,0.512,17299,53.13,338818,18896.71,98.3849983215332,1.41975146532059,16.5,834.706881944141,135.602806810705,139.647783063727,49.7762457923841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2447",36,17759,17795,-59.3885894501631,-13.9593169558326,0.999905762554639,17810.4310193384,0.000671302758103324,0.0200271989500825,0.970759730113914,NA,92.6438074948777,27.803251332434,4.8806685358425,226.908112976617,0,1.31758380097094,0,44.1667422733528,5103304,0.689,0.567,0.84,0.687,20513,61.86,560872,28139.25,559.260009765625,1.47553205490112,5.5,75.0810319129268,52.7963100676474,295.84427448031,18.894369867721,99.0007658445632,0.00727244654611934,NA,NA,NA,NA,NA,NA,0.000503477068577493,NA,NA,NA,NA,NA,NA,NA
"2574",38,454285,454323,-58.6678687004854,-12.1575151382752,0.951660017011829,218022.094400676,0.133868958345104,0.0540958139238262,24.6867673359742,0.417885966919319,40.0972446063398,0,9.80088053366666,323.817714895252,0,0.340410387483403,0,1454.97344409502,5107875,0.732,0.62,0.836,0.758,25054,61.12,2516824,103551.68,298.619995117188,1.73107701539993,3.5,288.093835561888,70.7863344243681,328.391508276889,0,74.6073018719837,0.100080052853904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2848",40,1787912,1787952,-57.2264272659808,-1.34670434843518,0.00100670064799635,18682.2702999789,0.0256773304974521,0.0246703763602971,99.9496522931423,NA,0,0,22.8260487225649,321.666189718388,0,0.718184242799262,73.007401270154,340.122506049329,1505304,0.623,0.52,0.778,0.599,72160,61.23,1700273,23921.23,73.5500030517578,3.59961891174316,13.5,83.8894489389077,116.365022960703,17.5490173151406,7.53883196360114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3035",40,1787922,1787962,-56.1453462353412,0.0947371012344563,0.495148881243074,158923.846018678,0.0410054101408113,0.0293135537705118,98.8582258922593,1.07145514382941,0,0,56.0096675991204,368.683713297229,0,1.24167214252947,0,651.281835053099,1505304,0.623,0.52,0.778,0.599,72160,61.23,1700273,23921.23,212.039993286133,2.53033804893494,10.5,193.986604914494,206.169476639306,106.338258115921,2.34335373050605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26",40,659872,659912,-73.8030038428133,-7.11247011446921,0.864058944693873,62108.1697084139,NA,0.00268521103241329,36.8701851508949,0.00956606430297236,0,0,71.4449940905002,280.264848118247,0,0.248950651565371,21.5640539698009,35.0725354814976,NA,NA,NA,NA,NA,NA,NA,NA,NA,427.080001831055,13.4431300163269,15.5,1671.61773269111,109.581006701001,17.5226646452092,20.0366086990985,63.1175635737697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"941",40,1788024,1788064,-68.39759845095,-7.11247009653833,0.0119479019185402,22979.1924689753,0.00973388999249819,0.00520259637530076,99.93158306057,0.0534804530622314,0,0,76.3721154216122,358.114696178023,0,0.23211818523666,0,1105.70074936404,1301951,0.477,0.266,0.772,0.529,7888,55.91,93772,11536.94,161.764999389648,1.21825098991394,12.5,1155.09411512185,167.25880489187,94.1272782776656,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1425",40,1787958,1787998,-65.5147155940987,-8.5539115475158,0.0224706166866319,399530.729404074,0.594438592300493,0.0845282056245101,98.8788125101744,0.442220691900564,0,0,22.8754790438235,387.063039382475,0,2.20787250158924,1581.11701680752,0,1302405,0.531,0.374,0.744,0.538,45245,50.24,494952,11033.02,130.830001831055,1.79568195343018,6.5,909.755261164586,121.21669909129,0,71.6438889288235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2392",40,1502044,1502084,-59.7489498393952,-11.7971547831122,0.301344067230677,137605.299798407,0.0572285601283083,0.037760780143312,83.5991226072952,0.00682491137405046,0,0,31.5393697759825,387.523695694964,0,1.75723871020086,0,1565.56592482893,5105150,0.716,0.593,0.845,0.733,40905,58.08,1020697,25659.19,360.975006103516,1.32441198825836,4.5,302.211232891873,108.503128027159,262.877133567673,0,16.0002774718067,0.298785669252488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1935",42,1787910,1787952,-62.6318326949468,-0.625983633038871,0.406475683751766,2057167.05696418,18.9811973691645,0.0223767586034441,79.953165444243,1.04326042798907,0,0,49.7236052672945,234.252159731016,0,6.32637171569074,0,0,1300409,0.5,0.315,0.728,0.545,27364,49.26,160472,5784.23,51.0999984741211,0.803961992263794,16,277.742579883374,264.534758927849,90.1268397423403,138.661408878028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2857",44,1299370,1299414,-57.2264272685298,1.89653889032692,0.472559301213992,97521.4509658631,NA,0.0453129361719743,72.6251126529941,NA,0,0,132.9631795746,247.909829704377,0,1.15137061018671,0,0,1505304,0.623,0.52,0.778,0.599,72160,61.23,1700273,23921.23,323.335006713867,6.60367965698242,7.5,397.32877188727,315.383030391171,274.259524327173,88.1560301652467,27.3295744108339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4045",44,47270,47314,-50.0192200782897,-9.63499261470701,0.999437409182966,29475.1832342824,0.00855271322249464,0.00659621019774097,2.58604979803299,0.0139750216053834,60.3718431442903,0,13.693304411366,335.389415292399,43.8736322594686,1.54876335323455,0,0,1717503,0.65,0.527,0.822,0.633,7564,58.13,139640,18529.68,173.784996032715,0.540295988321304,5.5,349.828300422763,39.5568877267725,29.0927602254095,29.0148028025128,97.3664351285087,0.0183911284326846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2546",44,1788081,1788125,-59.0282290621673,-0.265623280000211,0.141966289977421,135324.486573298,0.0375089579888491,0.0734527135578952,99.4459742434762,0.443064084977075,0,0,91.277238447259,265.888285151762,0,1.54482618607276,0,1598.43718528692,1304302,0.62,0.575,0.754,0.551,16383,57.04,298060,17566.03,139.610000610352,3.54505896568298,10.5,128.836498966284,164.873993623674,64.2042421949829,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2670",44,1787918,1787962,-58.3075083548985,0.455097426522411,0.00909996970997806,167185.561106724,0.0419564223814577,0.00822345878676571,99.5439616596618,0.405858459169968,0,40.7406626023912,3.30924870686795,265.202647987372,0,0.693398232714139,0,1585.30793001775,1505304,0.623,0.52,0.778,0.599,72160,61.23,1700273,23921.23,181.350006103516,1.34196805953979,11.5,238.045628400989,185.576829767582,173.921766400634,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2840",46,1787921,1787967,-57.2264272646133,-4.22958722730461,0.00182622780077291,66197.5110962684,0.00313274620448218,0.00833534257978293,99.9086468830014,0.0798850282142955,0,0,44.6880910631123,362.079880250642,0,0.816147191293335,1258.59211606184,442.52361181054,1302900,0.588,0.464,0.8,0.549,62755,56.75,458903,7376.44,81.8300018310547,4.90117359161377,12.5,198.728216392852,105.664909090323,0,1.74154958498422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3103",46,142475,142521,-55.7849858692803,2.61725960206685,0.993638298087647,32631.6987905922,0.00128666361969804,NA,7.97602777850813,NA,0,0,25.3546688481835,120.117240279112,0,7.93557632832499,0,129.049138534004,NA,NA,NA,NA,NA,NA,NA,NA,NA,319.479995727539,11.1734347343445,9.5,472.77317079565,456.249164314818,111.978352982365,16.909689356131,92.0226855578722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1826",46,190566,190612,-63.3525534535943,4.05870104609052,0.988815883820112,56399.6982277879,NA,NA,10.6278414987058,0.0296492051495635,0,0,126.209078581892,157.773637012567,0,0.148984375960021,0,228.24867386652,NA,NA,NA,NA,NA,NA,NA,NA,NA,1021.22500610352,6.9155170917511,20,638.895363588704,316.228767445121,174.597072538971,9.63635228568843,89.3425092961446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2591",46,1787944,1787990,-58.6678687026645,-6.03138903244874,0.00272363211379145,90235.3655488879,NA,0.0497323459961546,99.8640611914841,0.0862064625197685,0,0,53.7906293748119,288.68669964619,0,1.87487116265823,1585.12068934394,0,1302900,0.588,0.464,0.8,0.549,62755,56.75,458903,7376.44,150.789993286133,1.76210647821426,10.5,230.841580967701,185.100226312754,0,66.0409672700597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2161",48,1788011,1788059,-61.1903912266182,-7.11247012749457,0.0486207970603633,440984.611391951,1.88143786337758,0.0643891228814104,97.5864428170325,0.467730196708491,0,0,14.4233839510316,264.952349491925,0,0.430201295553603,1587.3787226954,0,1302702,0.582,0.456,0.747,0.58,54907,56.46,495942,9065.26,77.2300033569336,1.48366701602936,12.5,526.027741718345,97.9118202911134,0,29.1000052983014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24",48,568201,568249,-73.8030038374536,-7.83319084429204,0.899735868162028,125918.501821807,NA,0.0682491137405046,31.6645119712861,0.00492288689275771,0,9.78612311247599,17.1119920857566,197.905264585926,0,3.54205116535488,515.90023211167,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,278.114990234375,2.33581304550171,13.5,1700.20189489876,99.402770317321,5.25370455208581,56.8846269159337,68.2623160280806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"954",48,1787919,1787967,-68.3975984473425,-2.42778543752824,0.00734282789518348,145244.272543215,0.00128666361969804,0.000951012240646375,99.6385594066579,0.359202917481787,0,35.0429336483035,12.0150680229652,321.377100626272,0,0.213927428995617,1425.70938538104,0,1302108,0.522,0.345,0.748,0.552,3265,54.62,61964,14735.73,117.404998779297,1.29107201099396,24,937.355757071343,88.2489706399122,0,39.1625648481377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1017",48,1787928,1787976,-68.0372380888515,-1.70706470217875,0.610416509932564,432390.76705293,0.0487253918589996,0.0197474894675394,93.3407325815115,6.59079453716192,0,46.0929394731668,6.29273517299279,342.713749589721,40.5374705968659,0.867192966361862,924.196723005548,0,1302108,0.522,0.345,0.748,0.552,3265,54.62,61964,14735.73,65.9700012207031,0.920723021030426,24,885.28715186897,117.199583533166,0,45.8479183970115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
